,ranking,World Rank,University,Impact Rank*,Openness Rank*,Excellence Rank*,scopus_link,affiliationID,other_names,articles_category,street,state,number_authors,number_aff_only,number_aff_whole,authors_link,aff_only_link,aff_whole_link,EterID
18,19,494,Università degli Studi di Perugia,1351,307,342,https://www.scopus.com/affil/profile.uri?afid=60003003,60003003.0,"['University Of Perugia', 'Università Di Perugia', 'Università Degli Studi Di Perugia', 'Universita Di Perugia', 'Univ. Perugia', 'Universita Degli Studi Di Perugia', 'Perugia University', 'Universitá Di Perugia', 'Univ. Degli Studi Di Perugia', 'University Of Perugia Medical School']","{'Medicine': 16478, 'Chemical Engineering': 1684, 'Physics and Astronomy': 9309, 'Social Sciences': 1641, 'Biochemistry, Genetics and Molecular Biology': 8209, 'Energy': 1435, 'Chemistry': 6129, 'Veterinary': 962, 'Engineering': 5890, 'Arts and Humanities': 829, 'Agricultural and Biological Sciences': 4242, 'Multidisciplinary': 715, 'Mathematics': 4002, 'Nursing': 606, 'Computer Science': 3726, 'Economics, Econometrics and Finance': 576, 'Materials Science': 3329, 'Business, Management and Accounting': 470, 'Immunology and Microbiology': 2628, 'Psychology': 459, 'Earth and Planetary Sciences': 2552, 'Decision Sciences': 332, 'Pharmacology, Toxicology and Pharmaceutics': 2454, 'Health Professions': 308, 'Environmental Science': 2310, 'Dentistry': 118}","Piazza Università, 1, Perugia",Perugia,8877.0,51366.0,"52,022",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60003003&st1=Università%degli%Studi%di%Perugia&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60003003&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60003003&origin=AffiliationProfile,IT0055
19,20,500,Università della Calabria (Università degli Studi della Calabria),664,493,579,https://www.scopus.com/affil/profile.uri?afid=60020261,60020261.0,"['University Of Calabria', 'Università Della Calabria', 'Universitá Della Calabria', 'Universita Della Calabria', 'Università Degli Studi Della Calabria', 'C/o University Of Calabria', 'Calabria University', ""Universita' Della Calabria"", 'Univ. Degli Studi Della Calabria']","{'Engineering': 6940, 'Pharmacology, Toxicology and Pharmaceutics': 1033, 'Physics and Astronomy': 6685, 'Decision Sciences': 834, 'Computer Science': 6256, 'Business, Management and Accounting': 737, 'Chemistry': 4682, 'Arts and Humanities': 661, 'Mathematics': 4277, 'Economics, Econometrics and Finance': 600, 'Materials Science': 3844, 'Neuroscience': 379, 'Biochemistry, Genetics and Molecular Biology': 3393, 'Multidisciplinary': 278, 'Chemical Engineering': 2520, 'Immunology and Microbiology': 217, 'Earth and Planetary Sciences': 1919, 'Psychology': 186, 'Agricultural and Biological Sciences': 1812, 'Nursing': 120, 'Environmental Science': 1796, 'Health Professions': 102, 'Medicine': 1644, 'Veterinary': 23, 'Social Sciences': 1579, 'Undefined': 11}","via Pietro Bucci, Arcavacata, Rende",Cosenza,4010.0,29244.0,"29,244",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60020261&st1=Università%della%Calabria&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60020261&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60020261&st1=Università della Calabria&origin=AffiliationProfile,IT0003
20,21,519,Università degli Studi di Palermo,1201,332,435,https://www.scopus.com/affil/profile.uri?afid=60017697,60017697.0,"['University Of Palermo', 'Università Di Palermo', 'Università Degli Studi Di Palermo', 'Universita Di Palermo', 'Univ. Palermo', 'Universita Degli Studi Di Palermo', 'Universitá Di Palermo', 'Palermo University', 'Università Degli Studi', 'Universitá Degli Studi Di Palermo']","{'Medicine': 17891, 'Energy': 2104, 'Engineering': 7876, 'Immunology and Microbiology': 2042, 'Biochemistry, Genetics and Molecular Biology': 7576, 'Neuroscience': 1579, 'Physics and Astronomy': 6073, 'Arts and Humanities': 1223, 'Agricultural and Biological Sciences': 5485, 'Psychology': 837, 'Chemistry': 5203, 'Economics, Econometrics and Finance': 750, 'Materials Science': 4329, 'Business, Management and Accounting': 741, 'Mathematics': 4130, 'Nursing': 635, 'Computer Science': 4114, 'Multidisciplinary': 567, 'Environmental Science': 3594, 'Decision Sciences': 517, 'Earth and Planetary Sciences': 2886, 'Health Professions': 460, 'Chemical Engineering': 2395, 'Dentistry': 277, 'Social Sciences': 2273, 'Veterinary': 170}","Piazza Marina, 61, Palermo",Palermo,11468.0,52585.0,"54,598",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60017697&st1=Università%degli%Studi%di%Palermo&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60017697&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60017697&origin=AffiliationProfile,IT0051
21,22,549,Università degli Studi di Modena e Reggio Emilia,1151,364,497,https://www.scopus.com/affil/profile.uri?afid=60004591,60004591.0,"['University Of Modena And Reggio Emilia', 'University Of Modena', 'Università Di Modena E Reggio Emilia', 'Università Degli Studi Di Modena E Reggio Emilia', 'Università Di Modena', 'Univ. Of Modena And Reggio Emilia', 'Univ. Modena', 'Universita Di Modena', 'Universita Di Modena E Reggio Emilia', 'Univ. Di Modena E Reggio Emilia']","{'Medicine': 16759, 'Environmental Science': 1439, 'Biochemistry, Genetics and Molecular Biology': 8006, 'Chemical Engineering': 1411, 'Physics and Astronomy': 6315, 'Arts and Humanities': 903, 'Engineering': 6224, 'Psychology': 767, 'Materials Science': 5230, 'Business, Management and Accounting': 734, 'Chemistry': 4587, 'Energy': 713, 'Computer Science': 4168, 'Economics, Econometrics and Finance': 603, 'Mathematics': 2848, 'Decision Sciences': 494, 'Agricultural and Biological Sciences': 2235, 'Multidisciplinary': 462, 'Pharmacology, Toxicology and Pharmaceutics': 2155, 'Nursing': 420, 'Neuroscience': 2081, 'Dentistry': 298, 'Earth and Planetary Sciences': 1722, 'Health Professions': 260, 'Social Sciences': 1657, 'Undefined': 82}","Via Università 4, Modena",Modena,8098.0,45179.0,"48,264",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60004591&st1=Università%degli%Studi%di%Modena%e%Reggio%Emilia&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60004591&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60004591&origin=AffiliationProfile,IT0042
22,23,570,Università degli Studi di Cagliari,958,432,572,https://www.scopus.com/affil/profile.uri?afid=60032259,60032259.0,"['University Of Cagliari', 'Università Di Cagliari', 'Università Degli Studi Di Cagliari', 'Universita Di Cagliari', 'Univ. Cagliari', 'Universita Degli Studi Di Cagliari', 'Universitá Di Cagliari', 'Ospedale 72', 'Cagliari University', 'Univ. Degli Studi Di Cagliari']","{'Medicine': 11256, 'Chemical Engineering': 1500, 'Physics and Astronomy': 5753, 'Immunology and Microbiology': 1051, 'Biochemistry, Genetics and Molecular Biology': 5558, 'Energy': 981, 'Engineering': 5327, 'Arts and Humanities': 898, 'Chemistry': 3918, 'Psychology': 716, 'Computer Science': 3833, 'Business, Management and Accounting': 566, 'Materials Science': 3065, 'Multidisciplinary': 531, 'Mathematics': 2821, 'Economics, Econometrics and Finance': 448, 'Pharmacology, Toxicology and Pharmaceutics': 2758, 'Decision Sciences': 407, 'Neuroscience': 2333, 'Health Professions': 359, 'Agricultural and Biological Sciences': 2259, 'Nursing': 305, 'Social Sciences': 2027, 'Dentistry': 253, 'Earth and Planetary Sciences': 1892, 'Undefined': 60}","Via Università 40, Cagliari",Cagliari,7757.0,37248.0,"37,250",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60032259&st1=Università%degli%Studi%di%Cagliari&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60032259&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60032259&origin=AffiliationProfile,IT0013
23,24,574,Università degli Studi di Parma,1150,369,537,https://www.scopus.com/affil/profile.uri?afid=60004969,60004969.0,"['University Of Parma', 'Università Di Parma', 'Università Degli Studi Di Parma', 'Univ. Parma', 'Universita Di Parma', 'Universita Degli Studi Di Parma', 'Parma University', 'Universitá Di Parma', 'Univ. Degli Studi Di Parma', 'Università Degli Studi']","{'Medicine': 15568, 'Chemical Engineering': 1547, 'Biochemistry, Genetics and Molecular Biology': 7867, 'Social Sciences': 1436, 'Engineering': 6237, 'Psychology': 1129, 'Physics and Astronomy': 6182, 'Arts and Humanities': 925, 'Chemistry': 5981, 'Multidisciplinary': 678, 'Materials Science': 4750, 'Veterinary': 639, 'Agricultural and Biological Sciences': 4018, 'Business, Management and Accounting': 631, 'Mathematics': 2942, 'Energy': 623, 'Computer Science': 2915, 'Nursing': 570, 'Pharmacology, Toxicology and Pharmaceutics': 2373, 'Economics, Econometrics and Finance': 436, 'Neuroscience': 2163, 'Health Professions': 403, 'Environmental Science': 1916, 'Decision Sciences': 377, 'Immunology and Microbiology': 1748, 'Dentistry': 356}","via Università, 12, Parma",Parma,8874.0,45645.0,"49,631",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60004969&st1=Università%di%Parma&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60004969&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60004969&origin=AffiliationProfile,IT0052
24,25,577,Università degli Studi di Salerno,1594,394,418,https://www.scopus.com/affil/profile.uri?afid=60007061,60007061.0,"['University Of Salerno', 'Università Di Salerno', 'Università Degli Studi Di Salerno', 'Universitá Di Salerno', 'Universita Di Salerno', 'Universita Degli Studi Di Salerno', 'Universitá Degli Studi Di Salerno', 'Univ. Degli Studi Di Salerno', 'Salerno University', ""Universita' Di Salerno""]","{'Engineering': 7925, 'Earth and Planetary Sciences': 1217, 'Physics and Astronomy': 7817, 'Business, Management and Accounting': 1087, 'Computer Science': 7455, 'Arts and Humanities': 1019, 'Mathematics': 5516, 'Neuroscience': 801, 'Medicine': 4980, 'Decision Sciences': 759, 'Materials Science': 4795, 'Economics, Econometrics and Finance': 753, 'Chemistry': 4600, 'Immunology and Microbiology': 586, 'Biochemistry, Genetics and Molecular Biology': 3656, 'Health Professions': 504, 'Chemical Engineering': 2541, 'Psychology': 347, 'Social Sciences': 2142, 'Multidisciplinary': 324, 'Pharmacology, Toxicology and Pharmaceutics': 1989, 'Nursing': 231, 'Environmental Science': 1632, 'Dentistry': 134, 'Agricultural and Biological Sciences': 1482, 'Veterinary': 23}","Via Giovanni Paolo II, 132, Salerno",Salerno,4472.0,36451.0,"36,966",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60007061&st1=Università%degli%Studi%di%Salerno&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60007061&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60007061&origin=AffiliationProfile,IT0077
25,26,589,Università degli Studi di Siena,1134,414,573,https://www.scopus.com/affil/profile.uri?afid=60002838,60002838.0,"['University Of Siena', 'Università Di Siena', 'Università Degli Studi Di Siena', 'Universita Di Siena', 'Univ. Siena', 'Siena University', 'Universita Degli Studi Di Siena', 'Universitá Di Siena', 'Universita Degli Studi', 'Univ. Degli Studi Di Siena']","{'Medicine': 16203, 'Arts and Humanities': 1561, 'Biochemistry, Genetics and Molecular Biology': 8372, 'Materials Science': 1295, 'Physics and Astronomy': 3679, 'Economics, Econometrics and Finance': 1140, 'Engineering': 3491, 'Chemical Engineering': 794, 'Computer Science': 3328, 'Dentistry': 753, 'Chemistry': 3230, 'Business, Management and Accounting': 721, 'Agricultural and Biological Sciences': 3086, 'Multidisciplinary': 589, 'Pharmacology, Toxicology and Pharmaceutics': 2865, 'Psychology': 424, 'Mathematics': 2441, 'Decision Sciences': 361, 'Environmental Science': 2354, 'Health Professions': 327, 'Earth and Planetary Sciences': 2271, 'Energy': 259, 'Social Sciences': 2261, 'Nursing': 251, 'Immunology and Microbiology': 2000, 'Veterinary': 101}","Via Banchi di Sotto 55, Siena",Siena,7752.0,41709.0,"41,916",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60002838&st1=Università%degli%Studi%di%Siena&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60002838&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60002838&origin=AffiliationProfile,IT0079
26,27,594,Università degli Studi di Verona,1426,351,505,https://www.scopus.com/affil/profile.uri?afid=60032256,60032256.0,"['University Of Verona', 'Università Di Verona', 'Università Degli Studi Di Verona', 'Universita Di Verona', 'Verona University', 'Universita Degli Studi Di Verona', 'University Of Verona Hospital Trust', 'Universitá Di Verona', 'Università Degli Studi']","{'Medicine': 20904, 'Health Professions': 829, 'Biochemistry, Genetics and Molecular Biology': 7060, 'Materials Science': 811, 'Computer Science': 3178, 'Environmental Science': 788, 'Neuroscience': 2642, 'Economics, Econometrics and Finance': 748, 'Immunology and Microbiology': 2132, 'Business, Management and Accounting': 738, 'Mathematics': 1933, 'Nursing': 728, 'Engineering': 1784, 'Multidisciplinary': 570, 'Social Sciences': 1682, 'Chemical Engineering': 550, 'Chemistry': 1368, 'Decision Sciences': 329, 'Pharmacology, Toxicology and Pharmaceutics': 1271, 'Dentistry': 287, 'Agricultural and Biological Sciences': 1260, 'Energy': 261, 'Arts and Humanities': 1035, 'Earth and Planetary Sciences': 102, 'Psychology': 1021, 'Veterinary': 52}","Via dell'Artigliere, 8, Verona",Verona,6342.0,34796.0,"40,320",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60032256&st1=Università%degli%Studi%di%Verona&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60032256&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60032256&origin=AffiliationProfile,IT0094
27,28,605,Università degli Studi di Trieste,1169,513,565,https://www.scopus.com/affil/profile.uri?afid=60018363,60018363.0,"['University Of Trieste', 'Università Di Trieste', 'Università Degli Studi Di Trieste', 'Universita Di Trieste', 'Univ. Trieste', 'Universitá Di Trieste', 'Universita Degli Studi Di Trieste', 'Institute For Fundamental Physics Of The Universe', 'Trieste University', 'Dipartimento Di Fisica']","{'Physics and Astronomy': 11063, 'Neuroscience': 1202, 'Medicine': 10569, 'Arts and Humanities': 1143, 'Biochemistry, Genetics and Molecular Biology': 5429, 'Immunology and Microbiology': 1044, 'Engineering': 5134, 'Psychology': 877, 'Chemistry': 5067, 'Energy': 872, 'Earth and Planetary Sciences': 3634, 'Multidisciplinary': 645, 'Materials Science': 3375, 'Dentistry': 445, 'Mathematics': 2851, 'Economics, Econometrics and Finance': 376, 'Computer Science': 2553, 'Nursing': 363, 'Agricultural and Biological Sciences': 1950, 'Health Professions': 338, 'Chemical Engineering': 1947, 'Business, Management and Accounting': 300, 'Pharmacology, Toxicology and Pharmaceutics': 1738, 'Decision Sciences': 281, 'Environmental Science': 1694, 'Undefined': 45}","Piazzale Europa 1, Trieste",Trieste,6374.0,41289.0,"43,218",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60018363&st1=Università%degli%Studi%di%Trieste&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60018363&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60018363&origin=AffiliationProfile,IT0087
28,29,642,Università degli Studi Roma Tre,1046,544,658,https://www.scopus.com/affil/profile.uri?afid=60012630,60012630.0,"['Università Roma Tre', 'Roma Tre University', 'Università Degli Studi Roma Tre', 'University Of Roma Tre', 'University Roma Tre', 'Università Di Roma Tre', 'Università Degli Studi Di Roma Tre', 'University Of Rome Roma Tre', 'University Of Rome Iii', 'Dipartimento Di Matematica E Fisica']","{'Physics and Astronomy': 8569, 'Energy': 809, 'Engineering': 6226, 'Business, Management and Accounting': 685, 'Computer Science': 3925, 'Chemical Engineering': 538, 'Mathematics': 3515, 'Decision Sciences': 536, 'Earth and Planetary Sciences': 3282, 'Psychology': 458, 'Social Sciences': 2769, 'Multidisciplinary': 369, 'Materials Science': 2686, 'Neuroscience': 294, 'Arts and Humanities': 1652, 'Pharmacology, Toxicology and Pharmaceutics': 272, 'Biochemistry, Genetics and Molecular Biology': 1642, 'Immunology and Microbiology': 270, 'Environmental Science': 1623, 'Health Professions': 74, 'Agricultural and Biological Sciences': 1365, 'Nursing': 31, 'Chemistry': 1202, 'Veterinary': 15, 'Medicine': 1049, 'Dentistry': 10}","Via Ostiense, 159, Rome",Roma,3454.0,26070.0,"26,071",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60012630&st1=Università%degli%Studi%Roma%Tre&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60012630&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60012630&origin=AffiliationProfile,IT0063
29,30,674,Università degli Studi di Ferrara,1695,348,562,https://www.scopus.com/affil/profile.uri?afid=60024690,60024690.0,"['University Of Ferrara', 'Università Di Ferrara', 'Università Degli Studi Di Ferrara', 'Universita Di Ferrara', 'Univ. Ferrara', 'Ferrara University', 'Universita Degli Studi Di Ferrara', 'Universitá Di Ferrara', ""Universita' Di Ferrara""]","{'Medicine': 12888, 'Chemical Engineering': 1346, 'Biochemistry, Genetics and Molecular Biology': 7501, 'Social Sciences': 1225, 'Physics and Astronomy': 6962, 'Arts and Humanities': 847, 'Engineering': 4843, 'Dentistry': 680, 'Chemistry': 3795, 'Multidisciplinary': 668, 'Pharmacology, Toxicology and Pharmaceutics': 2697, 'Energy': 598, 'Earth and Planetary Sciences': 2644, 'Business, Management and Accounting': 486, 'Materials Science': 2639, 'Economics, Econometrics and Finance': 462, 'Computer Science': 2382, 'Psychology': 329, 'Mathematics': 2275, 'Health Professions': 268, 'Agricultural and Biological Sciences': 1890, 'Nursing': 236, 'Environmental Science': 1726, 'Decision Sciences': 158, 'Immunology and Microbiology': 1687, 'Veterinary': 113}","via Ludovico Ariosto, 35, Ferrara",Vicenza,6490.0,39150.0,"39,253",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60024690&st1=University%of%Ferrara&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60024690&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60024690&origin=AffiliationProfile,IT0023
30,31,684,Università degli Studi di Messina,2060,478,476,https://www.scopus.com/affil/profile.uri?afid=60011576,60011576.0,"['University Of Messina', 'Università Di Messina', 'Università Degli Studi Di Messina', 'Univ. Messina', 'Universita Di Messina', 'Universita Degli Studi Di Messina', 'Messina University', 'Universitá Di Messina']","{'Medicine': 15228, 'Social Sciences': 1357, 'Biochemistry, Genetics and Molecular Biology': 6596, 'Earth and Planetary Sciences': 1090, 'Chemistry': 5619, 'Arts and Humanities': 1015, 'Physics and Astronomy': 5229, 'Veterinary': 881, 'Engineering': 3743, 'Psychology': 692, 'Materials Science': 3166, 'Energy': 639, 'Agricultural and Biological Sciences': 3024, 'Business, Management and Accounting': 380, 'Pharmacology, Toxicology and Pharmaceutics': 2691, 'Multidisciplinary': 377, 'Mathematics': 2487, 'Economics, Econometrics and Finance': 372, 'Computer Science': 2197, 'Nursing': 343, 'Chemical Engineering': 1962, 'Dentistry': 289, 'Neuroscience': 1803, 'Decision Sciences': 257, 'Immunology and Microbiology': 1799, 'Health Professions': 237}","Piazza Pugliatti 1, Messina",Messina,7040.0,38538.0,"40,308",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60011576&st1=Università%degli%Studi%di%Messina&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60011576&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60011576&origin=AffiliationProfile,IT0033
31,32,708,Università degli Studi di Udine,1307,617,682,https://www.scopus.com/affil/profile.uri?afid=60025965,60025965.0,"['University Of Udine', 'Università Di Udine', 'Università Degli Studi Di Udine', 'Universita Di Udine', 'Udine University', 'Universita Degli Studi Di Udine', 'Universitá Di Udine', 'Univ. Degli Studi Di Udine', ""Universita' Di Udine""]","{'Medicine': 6608, 'Immunology and Microbiology': 814, 'Engineering': 4673, 'Neuroscience': 695, 'Physics and Astronomy': 3977, 'Business, Management and Accounting': 619, 'Computer Science': 3614, 'Pharmacology, Toxicology and Pharmaceutics': 545, 'Biochemistry, Genetics and Molecular Biology': 3413, 'Nursing': 488, 'Mathematics': 3231, 'Decision Sciences': 461, 'Agricultural and Biological Sciences': 2941, 'Energy': 430, 'Chemistry': 1517, 'Economics, Econometrics and Finance': 383, 'Materials Science': 1426, 'Psychology': 362, 'Social Sciences': 1265, 'Multidisciplinary': 333, 'Environmental Science': 933, 'Health Professions': 286, 'Chemical Engineering': 906, 'Veterinary': 248, 'Earth and Planetary Sciences': 853, 'Dentistry': 142}","via Palladio 8, Udine",Udine,3625.0,25461.0,"27,514",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60025965&st1=Università%degli%Studi%di%Udine&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60025965&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60025965&origin=AffiliationProfile,IT0088
32,33,733,Università degli Studi di Brescia,2237,372,532,https://www.scopus.com/affil/profile.uri?afid=60015300,60015300.0,"['University Of Brescia', 'Università Di Brescia', 'Università Degli Studi Di Brescia', 'Brescia University', 'Universita Degli Studi Di Brescia', 'Universita Di Brescia', 'Università Degli Studi', 'Universita Degli Studi', 'Spedali Civili And University Of Brescia']","{'Medicine': 15133, 'Economics, Econometrics and Finance': 647, 'Engineering': 5280, 'Business, Management and Accounting': 643, 'Biochemistry, Genetics and Molecular Biology': 4565, 'Decision Sciences': 619, 'Physics and Astronomy': 3427, 'Energy': 501, 'Computer Science': 2856, 'Agricultural and Biological Sciences': 428, 'Materials Science': 2396, 'Health Professions': 412, 'Mathematics': 2165, 'Psychology': 388, 'Immunology and Microbiology': 1561, 'Multidisciplinary': 371, 'Neuroscience': 1559, 'Dentistry': 324, 'Chemistry': 1165, 'Arts and Humanities': 320, 'Environmental Science': 1120, 'Earth and Planetary Sciences': 297, 'Pharmacology, Toxicology and Pharmaceutics': 1009, 'Nursing': 289, 'Social Sciences': 930, 'Veterinary': 35}","Piazza Mercato 15, Brescia",Brescia,4919.0,30142.0,"30,523",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60015300&st1=Università%degli%Studi%di%Brescia&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60015300&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60015300&origin=AffiliationProfile,IT0012
33,34,744,Università Politécnica delle Marche,2170,482,552,https://www.scopus.com/affil/profile.uri?afid=60031624,60031624.0,"['Università Politecnica Delle Marche', 'Polytechnic University Of Marche', 'Marche Polytechnic University', 'University Of Ancona', 'Universita Politecnica Delle Marche', 'Polytechnic University Of The Marche Region', 'Universitá Politecnica Delle Marche', 'Università Di Ancona', 'Univ. Politecnica Delle Marche', ""Universita' Politecnica Delle Marche""]","{'Medicine': 12051, 'Neuroscience': 968, 'Engineering': 7255, 'Chemical Engineering': 953, 'Biochemistry, Genetics and Molecular Biology': 5064, 'Economics, Econometrics and Finance': 852, 'Computer Science': 3692, 'Business, Management and Accounting': 753, 'Agricultural and Biological Sciences': 3455, 'Energy': 740, 'Physics and Astronomy': 3171, 'Nursing': 435, 'Materials Science': 2525, 'Multidisciplinary': 421, 'Mathematics': 2334, 'Decision Sciences': 348, 'Environmental Science': 2106, 'Arts and Humanities': 280, 'Chemistry': 1674, 'Dentistry': 267, 'Immunology and Microbiology': 1496, 'Health Professions': 241, 'Social Sciences': 1225, 'Psychology': 166, 'Pharmacology, Toxicology and Pharmaceutics': 1211, 'Veterinary': 70}","Piazza Roma, 22, Ancona",Ancona,6120.0,32111.0,"32,112",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60031624&st1=Università%Politecnica%delle%Marche&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60031624&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60031624&origin=AffiliationProfile,IT0001
34,35,774,Università Ca' Foscari di Venezia,786,720,1129,https://www.scopus.com/affil/profile.uri?afid=60013494,60013494.0,"['University Of Venice', 'Università Di Venezia', 'Ca’ Foscari University Of Venice', ""Università Ca' Foscari Venezia"", ""Ca' Foscari University Of Venice"", ""Università Ca' Foscari Di Venezia"", ""Università Ca' Foscari"", 'Università Ca’ Foscari Venezia', ""University Ca' Foscari Of Venice"", ""Ca' Foscari University""]","{'Chemistry': 3292, 'Earth and Planetary Sciences': 936, 'Social Sciences': 2447, 'Medicine': 916, 'Environmental Science': 2249, 'Decision Sciences': 449, 'Computer Science': 2105, 'Energy': 366, 'Arts and Humanities': 2048, 'Pharmacology, Toxicology and Pharmaceutics': 345, 'Mathematics': 1516, 'Psychology': 211, 'Materials Science': 1375, 'Multidisciplinary': 172, 'Economics, Econometrics and Finance': 1262, 'Immunology and Microbiology': 130, 'Physics and Astronomy': 1240, 'Neuroscience': 75, 'Biochemistry, Genetics and Molecular Biology': 1219, 'Health Professions': 46, 'Engineering': 1217, 'Nursing': 28, 'Chemical Engineering': 1134, 'Veterinary': 16, 'Agricultural and Biological Sciences': 965, 'Undefined': 14}","Dorsoduro 3246, Venice",Venezia,2664.0,14707.0,"14,823",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60013494&st1=Università%Ca&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60013494&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliationplus.uri?affiliationId=60013494&origin=AffiliationProfile,IT0091
35,36,822,Università del Salento (Università degli Studi di Lecce),2003,671,673,https://www.scopus.com/affil/profile.uri?afid=60024353,60024353.0,"['University Of Salento', 'Università Del Salento', 'Università Di Lecce', 'University Of Lecce', 'Universita Del Salento', 'Universitá Del Salento', ""Dipartimento Di Ingegneria Dell'innovazione"", 'Salento University', 'Università Degli Studi Di Lecce', ""Istituto Di Fisica Dell'università""]","{'Physics and Astronomy': 7503, 'Business, Management and Accounting': 771, 'Engineering': 5936, 'Energy': 683, 'Materials Science': 3727, 'Economics, Econometrics and Finance': 443, 'Mathematics': 3137, 'Decision Sciences': 402, 'Computer Science': 2792, 'Multidisciplinary': 353, 'Chemistry': 2038, 'Pharmacology, Toxicology and Pharmaceutics': 346, 'Agricultural and Biological Sciences': 1819, 'Psychology': 324, 'Biochemistry, Genetics and Molecular Biology': 1799, 'Immunology and Microbiology': 260, 'Environmental Science': 1717, 'Neuroscience': 148, 'Social Sciences': 1357, 'Health Professions': 83, 'Earth and Planetary Sciences': 1321, 'Nursing': 67, 'Medicine': 1141, 'Veterinary': 23, 'Chemical Engineering': 953, 'Dentistry': 4}","Piazza Tancredi, 7, Lecce",Lecce,2823.0,21995.0,"21,995",https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60024353&st1=Universita%del%Salento&origin=AffiliationProfile,https://www.scopus.com//search/submit/affiliation.uri?affiliationId=60024353&origin=AffiliationProfile,https://www.scopus.com//search/submit/authorlookup.uri?affiliationId=60024353&st1=Universita del Salento&origin=AffiliationProfile,IT0030
